1.12.1+cu102
cuda:0
Trainable Parameters : 594696
Start training...
epoch 0, loss: 2.09, train 5.00%
epoch 0, loss: 2.07, train 10.00%
epoch 0, loss: 2.15, train 8.33%
epoch 0, loss: 2.00, train 13.75%
epoch 0, loss: 2.12, train 13.00%
epoch 0, loss: 2.19, train 11.67%
epoch 0, loss: 2.19, train 10.71%
epoch 0, loss: 2.13, train 10.00%
epoch 0, loss: 2.10, train 10.56%
epoch 0, loss: 2.13, train 11.50%
epoch 0, loss: 2.15, train 11.36%
epoch 0, loss: 2.22, train 11.25%
epoch 0, loss: 2.22, train 12.31%
epoch 0, loss: 2.25, train 11.79%
epoch 0, loss: 2.21, train 11.33%
epoch 0, loss: 2.28, train 10.62%
epoch 0, loss: 2.20, train 10.59%
epoch 0, loss: 2.16, train 10.56%
epoch 0, loss: 2.30, train 10.26%
epoch 0, loss: 2.17, train 9.75%
epoch 0, loss: 2.25, train 9.52%
epoch 0, loss: 2.15, train 9.55%
epoch 0, loss: 2.17, train 9.57%
epoch 0, loss: 2.16, train 10.00%
epoch 0, loss: 2.01, train 10.20%
epoch 0, loss: 2.28, train 10.38%
epoch 0, loss: 2.31, train 10.56%
epoch 0, loss: 2.11, train 10.54%
epoch 0, loss: 2.47, train 10.86%
epoch 0, loss: 2.23, train 11.17%
epoch 0, loss: 2.60, train 11.45%
epoch 0, loss: 2.16, train 11.41%
epoch 0, loss: 2.24, train 11.67%
epoch 0, loss: 2.22, train 11.47%
epoch 0, loss: 2.15, train 11.29%
epoch 0, loss: 2.18, train 11.11%
epoch 0, loss: 2.47, train 10.95%
epoch 0, loss: 2.37, train 10.92%
epoch 0, loss: 2.72, train 11.03%
epoch 0, loss: 2.28, train 10.75%
epoch 0, loss: 2.12, train 10.98%
epoch 0, loss: 2.21, train 11.19%
epoch 0, loss: 2.72, train 11.05%
epoch 0, loss: 2.03, train 11.48%
epoch 0, loss: 2.17, train 11.44%
epoch 0, loss: 2.73, train 11.30%
epoch 0, loss: 2.26, train 11.28%
epoch 0, loss: 3.32, train 11.25%
epoch 0, loss: 2.04, train 11.33%
epoch 0, loss: 2.09, train 11.40%
epoch 0, loss: 2.02, train 11.67%
epoch 0, loss: 2.13, train 11.92%
epoch 0, loss: 2.14, train 11.98%
epoch 0, loss: 2.13, train 11.94%
epoch 0, loss: 2.23, train 12.09%
epoch 0, loss: 2.44, train 11.96%
epoch 0, loss: 2.48, train 11.84%
epoch 0, loss: 2.18, train 11.98%
epoch 0, loss: 2.11, train 11.86%
epoch 0, loss: 2.23, train 11.83%
epoch 0, loss: 2.24, train 11.72%
epoch 0, loss: 2.11, train 11.85%
epoch 0, loss: 2.07, train 11.90%
epoch 0, loss: 1.95, train 12.19%
epoch 0, loss: 2.26, train 12.15%
epoch 0, loss: 2.08, train 12.20%
epoch 0, loss: 2.52, train 12.16%
epoch 0, loss: 1.99, train 12.13%
epoch 0, loss: 2.25, train 12.25%
epoch 0, loss: 3.30, train 12.21%
epoch 0, loss: 2.06, train 12.32%
epoch 0, loss: 2.82, train 12.22%
epoch 0, loss: 2.33, train 12.19%
epoch 0, loss: 2.18, train 12.16%
epoch 0, loss: 2.38, train 12.07%
epoch 0, loss: 2.31, train 12.11%
epoch 0, loss: 2.26, train 12.21%
epoch 0, loss: 1.96, train 12.18%
epoch 0, loss: 2.14, train 12.22%
epoch 0, loss: 2.03, train 12.25%
epoch 0, loss: 2.24, train 12.28%
epoch 0, loss: 2.17, train 12.38%
epoch 0, loss: 2.04, train 12.41%
epoch 0, loss: 2.24, train 12.44%
epoch 0, loss: 2.32, train 12.53%
epoch 0, loss: 2.22, train 12.56%
epoch 0, loss: 2.56, train 12.70%
epoch 0, loss: 2.34, train 12.73%
epoch 0, loss: 2.13, train 12.70%
epoch 0, loss: 2.04, train 12.83%
epoch 0, loss: 2.14, train 12.91%
epoch 0, loss: 2.20, train 12.93%
epoch 0, loss: 2.13, train 13.06%
epoch 0, loss: 2.08, train 13.19%
epoch 0, loss: 2.72, train 13.05%
epoch 0, loss: 2.13, train 13.18%
epoch 0, loss: 2.32, train 13.14%
epoch 0, loss: 2.13, train 13.11%
epoch 0, loss: 2.18, train 13.08%
epoch 0, loss: 2.17, train 13.15%
epoch 0, loss: 2.23, train 13.17%
epoch 0, loss: 2.23, train 13.24%
epoch 0, loss: 2.37, train 13.20%
epoch 0, loss: 2.25, train 13.12%
epoch 0, loss: 2.26, train 13.05%
epoch 0, loss: 2.11, train 13.02%
